Word,Link,ID
test tube,https://www.youtube.com/watch?v=QJM-Oanitb8,QJM-Oanitb8
threshing,https://www.youtube.com/watch?v=7-mcBVNH_3M,7-mcBVNH_3M
"transparent, translucent and opaque",https://www.youtube.com/watch?v=q-7tlLNYhNQ,q-7tlLNYhNQ
transpiration,https://www.youtube.com/watch?v=TLd0xYUPlmk,TLd0xYUPlmk
"troposphere, stratosphere, mesosphere, thermosphere, exosphere and atmosphere",https://www.youtube.com/watch?v=qaOi1Y6tFTc,qaOi1Y6tFTc
Tyndall effect,https://www.youtube.com/watch?v=6p11k2_8dmg,6p11k2_8dmg
Sonar system,https://www.youtube.com/watch?v=6IGC3rejP44,6IGC3rejP44
sonorous,https://www.youtube.com/watch?v=IgeYsFg5kOw,IgeYsFg5kOw
static friction,https://www.youtube.com/watch?v=PcLBWFOe4BQ,PcLBWFOe4BQ
stomata,https://www.youtube.com/watch?v=-TH_YQ0mNMg,#NAME?
switch explaination,https://www.youtube.com/watch?v=93IX_fP6t3o,93IX_fP6t3o
switch sign,https://www.youtube.com/watch?v=GcOGwKC4rJ8,GcOGwKC4rJ8
"shadow, umbra and penumbra",https://www.youtube.com/watch?v=O12G_wWr09M,O12G_wWr09M
sexual and asexual reproduction,https://www.youtube.com/watch?v=IJPhpWd2N0c,IJPhpWd2N0c
separation through evaporation,https://www.youtube.com/watch?v=aqyNP8_xDgY,aqyNP8_xDgY
Seismology,https://www.youtube.com/watch?v=WXQJz6hMvR8,WXQJz6hMvR8
Seismologist,https://www.youtube.com/watch?v=PBMDFXNOe2g,PBMDFXNOe2g
Seismograph,https://www.youtube.com/watch?v=6y_SyFp4G1Q,6y_SyFp4G1Q
seismic waves,https://www.youtube.com/watch?v=f5ryndO0Cyo,f5ryndO0Cyo
sedimentation and decantation,https://www.youtube.com/watch?v=kghmpxrpInw,kghmpxrpInw
saprotrophs,https://www.youtube.com/watch?v=uqM-PvJLADo,uqM-PvJLADo
soluble and insoluble,https://www.youtube.com/watch?v=5I2xfghnNQI,5I2xfghnNQI
sliding friction and rolling friction,https://www.youtube.com/watch?v=V65xo2XtiRo,V65xo2XtiRo
sieving,https://www.youtube.com/watch?v=eqA65qb1ee8,eqA65qb1ee8
RADAR,https://www.youtube.com/watch?v=_yDFiIPzzWg,_yDFiIPzzWg
red blood cell sign,https://www.youtube.com/watch?v=cu1rLU3RZbY,cu1rLU3RZbY
red blood cell,https://www.youtube.com/watch?v=KR7Ij9Zhf1E,KR7Ij9Zhf1E
reflection,https://www.youtube.com/watch?v=FNhZdEUJ5T8,FNhZdEUJ5T8
parasitism,https://www.youtube.com/watch?v=ZMqB4XvP6Ts,ZMqB4XvP6Ts
pasteurization,https://www.youtube.com/watch?v=w9SiLGNH38o,w9SiLGNH38o
petals and sepals,https://www.youtube.com/watch?v=vs3GsZ3ZlQo,vs3GsZ3ZlQo
petroleum,https://www.youtube.com/watch?v=p6o_QPfzNoU,p6o_QPfzNoU
pH value,https://www.youtube.com/watch?v=7hJpN6XWd_Q,7hJpN6XWd_Q
phototropism,https://www.youtube.com/watch?v=14owx_oiIAU,14owx_oiIAU
"pistil, stamen and anther",https://www.youtube.com/watch?v=eojpZ1_sO74,eojpZ1_sO74
pivot joint,https://www.youtube.com/watch?v=c-JJGBeFCZ4,c-JJGBeFCZ4
platelets sign,https://www.youtube.com/watch?v=cRf_6CCT5qQ,cRf_6CCT5qQ
polyps and corals,https://www.youtube.com/watch?v=8ff7iV9BlkQ,8ff7iV9BlkQ
proteins,https://www.youtube.com/watch?v=MC1FmDwm3Cw,MC1FmDwm3Cw
puberty,https://www.youtube.com/watch?v=ELGtjq11ZlM,ELGtjq11ZlM
orbit,https://www.youtube.com/watch?v=YLyAtHOKZFQ,YLyAtHOKZFQ
ozone depletion,https://www.youtube.com/watch?v=GFh3BtWBwys,GFh3BtWBwys
oscillation,https://www.youtube.com/watch?v=81GKZg_fT_8,81GKZg_fT_8
organic,https://www.youtube.com/watch?v=BPG9u4dLtN0,BPG9u4dLtN0
natural fibres,https://www.youtube.com/watch?v=UMykhC7gBL8,UMykhC7gBL8
noise,https://www.youtube.com/watch?v=ZXbhkCtP5No,ZXbhkCtP5No
natural gas,https://www.youtube.com/watch?v=l7GLKQraQBI,l7GLKQraQBI
nutrition,https://www.youtube.com/watch?v=R8kGq0VPuBU,R8kGq0VPuBU
ovules,https://www.youtube.com/watch?v=01QqPIqCcgU,01QqPIqCcgU
metabolism,https://www.youtube.com/watch?v=efdEGZSzP8M,efdEGZSzP8M
metallic and non metallic minerals,https://www.youtube.com/watch?v=K9CCaZFs1pc,K9CCaZFs1pc
meteor and meteorite,https://www.youtube.com/watch?v=OH0nTLWVoPE,OH0nTLWVoPE
minerals,https://www.youtube.com/watch?v=xWJMbO6BRcU,xWJMbO6BRcU
mutualism,https://www.youtube.com/watch?v=3oJgaFMAmos,3oJgaFMAmos
multicellular and unicellular,https://www.youtube.com/watch?v=KJ4hsAnOyBg,KJ4hsAnOyBg
mulching,https://www.youtube.com/watch?v=euE5InSGh4A,euE5InSGh4A
motion,https://www.youtube.com/watch?v=a1v66-rnwkE,a1v66-rnwkE
North pole and South pole magnet,https://www.youtube.com/watch?v=4k0TGFZZDY8,4k0TGFZZDY8
labour pains,https://www.youtube.com/watch?v=NcNWjtBVEFk,NcNWjtBVEFk
lamina and petiole,https://www.youtube.com/watch?v=glIlp5RI3Hs,glIlp5RI3Hs
lateral inversion,https://www.youtube.com/watch?v=PwTa3GB1M48,PwTa3GB1M48
lightning conductor,https://www.youtube.com/watch?v=ZU-cjGmPAPQ,ZU-cjGmPAPQ
linear motion,https://www.youtube.com/watch?v=yJRIoo4XmTQ,yJRIoo4XmTQ
joints,https://www.youtube.com/watch?v=Cl4mmnh3FJo,Cl4mmnh3FJo
kaleidoscope,https://www.youtube.com/watch?v=NIq5onrFCm4,NIq5onrFCm4
lightning,https://www.youtube.com/watch?v=Adz9syc-FMo,Adz9syc-FMo
interstellar space,https://www.youtube.com/watch?v=i9Z47KncNA0,i9Z47KncNA0
internal body parts sign,https://www.youtube.com/watch?v=u99BEcfvo8o,u99BEcfvo8o
luminous,https://www.youtube.com/watch?v=eAGE1OwasTU,eAGE1OwasTU
induction science,https://www.youtube.com/watch?v=s-y7HicNTdc,s-y7HicNTdc
inter locking and lubricant,https://www.youtube.com/watch?v=zvnVhZcp5iA,zvnVhZcp5iA
Infant,https://www.youtube.com/watch?v=uPpD0etfJrk,uPpD0etfJrk
inertia,https://www.youtube.com/watch?v=iEvqj7ylhFE,iEvqj7ylhFE
herbs,https://www.youtube.com/watch?v=wYymZglFArQ,wYymZglFArQ
hibernation,https://www.youtube.com/watch?v=dMdONf_4jW0,dMdONf_4jW0
humus,https://www.youtube.com/watch?v=FhVwrJAjBX8,FhVwrJAjBX8
hygiene,https://www.youtube.com/watch?v=oHNwErQGrqY,oHNwErQGrqY
hinge joints,https://www.youtube.com/watch?v=8tQSA46pKoA,8tQSA46pKoA
internal body parts explanation,https://www.youtube.com/watch?v=6DjqIlqZEiM,6DjqIlqZEiM
germination,https://www.youtube.com/watch?v=z8xlWoDvLLE,z8xlWoDvLLE
galvanization,https://www.youtube.com/watch?v=j8NrlmxArLA,j8NrlmxArLA
food intolerance and lactose intolerance,https://www.youtube.com/watch?v=vGI3QX24De4,vGI3QX24De4
food intolerance sign,https://www.youtube.com/watch?v=aUTUu1vXUVI,aUTUu1vXUVI
food poisoning,https://www.youtube.com/watch?v=9RVu_XwJOMw,9RVu_XwJOMw
fossil fuel,https://www.youtube.com/watch?v=DjYROB1xKPc,DjYROB1xKPc
fossil,https://www.youtube.com/watch?v=jRSy3FudIrc,jRSy3FudIrc
fungi,https://www.youtube.com/watch?v=Je56ljWtfP8,Je56ljWtfP8
fibrous roots,https://www.youtube.com/watch?v=v_AOn_AC0Uc,v_AOn_AC0Uc
filament,https://www.youtube.com/watch?v=ZUd5eSVXhjo,ZUd5eSVXhjo
filtration separation technique,https://www.youtube.com/watch?v=EFsmLvoZMzk,EFsmLvoZMzk
fluid friction,https://www.youtube.com/watch?v=bsKSgC4kkrs,bsKSgC4kkrs
food chain,https://www.youtube.com/watch?v=_BljuUkLwbU,_BljuUkLwbU
fats,https://www.youtube.com/watch?v=zhI_-MDy54w,zhI_-MDy54w
fermentation,https://www.youtube.com/watch?v=O8HXSTuPHu4,O8HXSTuPHu4
fibre,https://www.youtube.com/watch?v=-IvENnFCqB0,#NAME?
ecosystem,https://www.youtube.com/watch?v=dO3XhQHxphU,dO3XhQHxphU
electric circuit,https://www.youtube.com/watch?v=KsLOLoE46eI,KsLOLoE46eI
external body parts sign,https://www.youtube.com/watch?v=TMpp61PpDl8,TMpp61PpDl8
expansion and contraction,https://www.youtube.com/watch?v=Ueplr1UIngE,Ueplr1UIngE
excretion,https://www.youtube.com/watch?v=bI61pjFT694,bI61pjFT694
enzymes,https://www.youtube.com/watch?v=4Yr8h_HWbkc,4Yr8h_HWbkc
electroscope,https://www.youtube.com/watch?v=mq1W_0pN5ss,mq1W_0pN5ss
electroplating,https://www.youtube.com/watch?v=apid6LhR-RA,apid6LhR-RA
external body parts,https://www.youtube.com/watch?v=uH4ZZbg-dp8,uH4ZZbg-dp8
coal tar,https://www.youtube.com/watch?v=VWc8mev0BBU,VWc8mev0BBU
colloidal solution,https://www.youtube.com/watch?v=tt7WZo6oji8,tt7WZo6oji8
combustible,https://www.youtube.com/watch?v=hAK7BdrLjxs,hAK7BdrLjxs
Compound Chemistry,https://www.youtube.com/watch?v=2VFxpPdaM2U,2VFxpPdaM2U
condensation or distillation separation technique,https://www.youtube.com/watch?v=U6xLESTP4LQ,U6xLESTP4LQ
conductors and insulators,https://www.youtube.com/watch?v=M4eKthXmJ5s,M4eKthXmJ5s
convection,https://www.youtube.com/watch?v=R7CQYGF3wIU,R7CQYGF3wIU
creepers,https://www.youtube.com/watch?v=K79cLMcesQg,K79cLMcesQg
current and ampere,https://www.youtube.com/watch?v=R9YRbf4HGh8,R9YRbf4HGh8
cytoplasm,https://www.youtube.com/watch?v=uN8Zw6lgEN4,uN8Zw6lgEN4
Cell,https://www.youtube.com/watch?v=sa2H4A7K0r8,sa2H4A7K0r8
carbohydrates,https://www.youtube.com/watch?v=rpXQQvAdvfU,rpXQQvAdvfU
chlorophyll,https://www.youtube.com/watch?v=H03rwS1GFWA,H03rwS1GFWA
churning separation technique,https://www.youtube.com/watch?v=7aqQ8amYd_8,7aqQ8amYd_8
circular motion,https://www.youtube.com/watch?v=L32nWQ5N6bM,L32nWQ5N6bM
climbers plants,https://www.youtube.com/watch?v=OcWyluuZVgY,OcWyluuZVgY
coal gas,https://www.youtube.com/watch?v=pk2R_Svt0M4,pk2R_Svt0M4
ball and socket joint,https://www.youtube.com/watch?v=9ghSSiaFGmY,9ghSSiaFGmY
big bang theory,https://www.youtube.com/watch?v=aT1U2vHhSvo,aT1U2vHhSvo
biodiversity,https://www.youtube.com/watch?v=6oZWuv1FJ3w,6oZWuv1FJ3w
blackhole,https://www.youtube.com/watch?v=miTT_qSjidM,miTT_qSjidM
boiled,https://www.youtube.com/watch?v=XoVM5LwFPO4,XoVM5LwFPO4
bromeliads,https://www.youtube.com/watch?v=2_uEmWjUoFQ,2_uEmWjUoFQ
Brownian motion,https://www.youtube.com/watch?v=Pizw2DtsgZI,Pizw2DtsgZI
biotic and abiotic,https://www.youtube.com/watch?v=wi7diRsJUYk,wi7diRsJUYk
anode & cathode,https://www.youtube.com/watch?v=Vsiy1AkeJRc,Vsiy1AkeJRc
Ante Meridian and Post Meridian,https://www.youtube.com/watch?v=AhiNrTHPRiE,AhiNrTHPRiE
atmospheric pressure,https://www.youtube.com/watch?v=FneiAP38aEo,FneiAP38aEo
"atom, proton, neutron and electron",https://www.youtube.com/watch?v=lhcrY6Tktvc,lhcrY6Tktvc
atom,https://www.youtube.com/watch?v=wgqfXhfvaEw,wgqfXhfvaEw
autotrophs and heterotrophs,https://www.youtube.com/watch?v=bcVE5o062nY,bcVE5o062nY
acid rain,https://www.youtube.com/watch?v=ptQPfKr9D0o,ptQPfKr9D0o
animation,https://www.youtube.com/watch?v=kDGzddZ2VOA,kDGzddZ2VOA
angle of incidence and angle of reflection,https://www.youtube.com/watch?v=zCXFo_i5mWU,zCXFo_i5mWU
anemometer,https://www.youtube.com/watch?v=aLOX5LLi8fU,aLOX5LLi8fU
amplitude,https://www.youtube.com/watch?v=kF1GdtZ5vtQ,kF1GdtZ5vtQ
amniotic fluid,https://www.youtube.com/watch?v=aQcPtPNkIcE,aQcPtPNkIcE
alloy,https://www.youtube.com/watch?v=5DCYs0DayX4,5DCYs0DayX4
algae,https://www.youtube.com/watch?v=YotBtljUi7M,YotBtljUi7M
adaptation,https://www.youtube.com/watch?v=XZ-R7FHI0Fs,XZ-R7FHI0Fs
ideal,https://www.youtube.com/watch?v=ltpr28VJFTM,ltpr28VJFTM
mental processes,https://www.youtube.com/watch?v=pppqLvAJEL0,pppqLvAJEL0
naturalistic observation,https://www.youtube.com/watch?v=Nwf7jFQ48zY,Nwf7jFQ48zY
non participant and participant observation,https://www.youtube.com/watch?v=USneGKbfFMA,USneGKbfFMA
neuropsychology,https://www.youtube.com/watch?v=dwMZ2ZXshFQ,dwMZ2ZXshFQ
objectivity,https://www.youtube.com/watch?v=G4SauIgCVFs,G4SauIgCVFs
organizational psychology,https://www.youtube.com/watch?v=7ISwiw34hfs,7ISwiw34hfs
prejudice and discrimination,https://www.youtube.com/watch?v=t5A9A5dJHYs,t5A9A5dJHYs
Psychoanalysis,https://www.youtube.com/watch?v=nKmlXgd25Mk,nKmlXgd25Mk
social psychology,https://www.youtube.com/watch?v=Amutx3W3aaQ,Amutx3W3aaQ
sports psychology,https://www.youtube.com/watch?v=OOngDeazA2c,OOngDeazA2c
clinical and counselling psychology,https://www.youtube.com/watch?v=UBPc-9EsyS4,UBPc-9EsyS4
cognition,https://www.youtube.com/watch?v=EIpKQKVI3Ko,EIpKQKVI3Ko
cognitive psychology explanation,https://www.youtube.com/watch?v=v4gDySEBAWM,v4gDySEBAWM
cognitive psychology sign,https://www.youtube.com/watch?v=UhUzs8e4EkQ,UhUzs8e4EkQ
constructivism,https://www.youtube.com/watch?v=7E_q9bo7Ht0,7E_q9bo7Ht0
cross cultural psychology,https://www.youtube.com/watch?v=cKPZLCLyK4M,cKPZLCLyK4M
depression Psychology,https://www.youtube.com/watch?v=IgZpyJ9sXU8,IgZpyJ9sXU8
educational psychology,https://www.youtube.com/watch?v=H2w4qcfSJnM,H2w4qcfSJnM
environmental psychology,https://www.youtube.com/watch?v=nc1ZAkQAfMU,nc1ZAkQAfMU
health psychology,https://www.youtube.com/watch?v=x8QU4dShYzg,x8QU4dShYzg
hypothesis,https://www.youtube.com/watch?v=_PqXe61imCY,_PqXe61imCY
functionalism,https://www.youtube.com/watch?v=H7hyG65DMus,H7hyG65DMus
anti social behavior,https://www.youtube.com/watch?v=RxWeOB9KclM,RxWeOB9KclM
behaviour,https://www.youtube.com/watch?v=TJPvZUpba8A,TJPvZUpba8A
behaviourism,https://www.youtube.com/watch?v=93uCVTo-Ac4,93uCVTo-Ac4
biological psychology,https://www.youtube.com/watch?v=3DwrW3rzAHI,3DwrW3rzAHI
stereotype,https://www.youtube.com/watch?v=E9VFBkIgAvE,E9VFBkIgAvE
majority and opposition,https://www.youtube.com/watch?v=NG_IZIWREa4,NG_IZIWREa4
marginalization,https://www.youtube.com/watch?v=Jzc_5m2Wjkw,Jzc_5m2Wjkw
Members of Legislative Assembly MLA,https://www.youtube.com/watch?v=oEHvYYOYUIo,oEHvYYOYUIo
Members of Parliament MP,https://www.youtube.com/watch?v=OIjA2OBHcyA,OIjA2OBHcyA
militarize,https://www.youtube.com/watch?v=vyj_wPH6WA0,vyj_wPH6WA0
polarization,https://www.youtube.com/watch?v=YkqezKintw0,YkqezKintw0
polity,https://www.youtube.com/watch?v=5dk3aeGPvbA,5dk3aeGPvbA
Republic,https://www.youtube.com/watch?v=pD-608y87iE,pD-608y87iE
Scheduled Caste,https://www.youtube.com/watch?v=-nTSzPyenzU,#NAME?
Scheduled Tribes,https://www.youtube.com/watch?v=j0C-7-5dLXo,j0C-7-5dLXo
separation of power,https://www.youtube.com/watch?v=Euln0DcvUHk,Euln0DcvUHk
Sovereignty,https://www.youtube.com/watch?v=n13Zeotbe_4,n13Zeotbe_4
Ambassador,https://www.youtube.com/watch?v=xEe6CBnF5YU,xEe6CBnF5YU
ballot,https://www.youtube.com/watch?v=XVCZUjHcL5I,XVCZUjHcL5I
coalition government,https://www.youtube.com/watch?v=YrtWjQfXm8A,YrtWjQfXm8A
constituency,https://www.youtube.com/watch?v=hlYfNqr74UY,hlYfNqr74UY
freedom to interpret,https://www.youtube.com/watch?v=J_P2_As_Ijw,J_P2_As_Ijw
federalism,https://www.youtube.com/watch?v=jOUszIWFVX0,jOUszIWFVX0
fundamental duties,https://www.youtube.com/watch?v=Bmw5icj_1EU,Bmw5icj_1EU
globalisation,https://www.youtube.com/watch?v=O2YIAjJFSmc,O2YIAjJFSmc
Democracy,https://www.youtube.com/watch?v=tv6eZ0iAxOo,tv6eZ0iAxOo
square root,https://www.youtube.com/watch?v=Ify72C891ew,Ify72C891ew
supplementary angles,https://www.youtube.com/watch?v=Z9MVnQn-WfM,Z9MVnQn-WfM
Variables and Constants,https://www.youtube.com/watch?v=uxGVpSMhJz4,uxGVpSMhJz4
mean,https://www.youtube.com/watch?v=WRstmVzZxRg,WRstmVzZxRg
median,https://www.youtube.com/watch?v=S2Dklpvhc0U,S2Dklpvhc0U
parallel lines,https://www.youtube.com/watch?v=mBXnvEErGOk,mBXnvEErGOk
pi,https://www.youtube.com/watch?v=xiJY1scXd8U,xiJY1scXd8U
proper fraction and improper fraction,https://www.youtube.com/watch?v=yHunn0_WEYI,yHunn0_WEYI
rational and irrational numbers,https://www.youtube.com/watch?v=R5T9k5Yr_rA,R5T9k5Yr_rA
reciprocal,https://www.youtube.com/watch?v=cO9HNA0gsRI,cO9HNA0gsRI
trapezoid,https://www.youtube.com/watch?v=7wJcjRmW-8w,7wJcjRmW-8w
complementary angles,https://www.youtube.com/watch?v=sOQpB5pBMwo,sOQpB5pBMwo
diagonal,https://www.youtube.com/watch?v=tFuCsRobELA,tFuCsRobELA
diameter and radius,https://www.youtube.com/watch?v=EhxlYETCzWY,EhxlYETCzWY
Interest,https://www.youtube.com/watch?v=gziqE0P3uj8,gziqE0P3uj8
lowest common multiple,https://www.youtube.com/watch?v=Mg6zdGxIENc,Mg6zdGxIENc
adjacent sides,https://www.youtube.com/watch?v=7xyUM4LZNzs,7xyUM4LZNzs
axes,https://www.youtube.com/watch?v=ZZ8IPbjF9N4,ZZ8IPbjF9N4
base and height,https://www.youtube.com/watch?v=EiLwqYyssbU,EiLwqYyssbU
cube and cube root,https://www.youtube.com/watch?v=zgsHUac58Vo,zgsHUac58Vo
onomatopoeia,https://www.youtube.com/watch?v=VBkYGuJcmFA,VBkYGuJcmFA
semantics,https://www.youtube.com/watch?v=5o_NelziPy8,5o_NelziPy8
semantics sign,https://www.youtube.com/watch?v=tAiVnj7OBvE,tAiVnj7OBvE
phonology sign,https://www.youtube.com/watch?v=D1CZxT-yXzM,D1CZxT-yXzM
simile,https://www.youtube.com/watch?v=r1bPC4EMxg8,r1bPC4EMxg8
sociolinguistics,https://www.youtube.com/watch?v=yx66mziYh4k,yx66mziYh4k
sociolinguistics sign,https://www.youtube.com/watch?v=4D_HzUHiepQ,4D_HzUHiepQ
simple sentence,https://www.youtube.com/watch?v=gLQ2juUlkwk,gLQ2juUlkwk
subject and object,https://www.youtube.com/watch?v=VUuJnbIqKXA,VUuJnbIqKXA
syntax sign,https://www.youtube.com/watch?v=4hbnF-yOHrc,4hbnF-yOHrc
syntax,https://www.youtube.com/watch?v=1kqix2bP_Vw,1kqix2bP_Vw
travelogue,https://www.youtube.com/watch?v=_axgB1JE_Ws,_axgB1JE_Ws
verbs sign,https://www.youtube.com/watch?v=ls73lvLZ_04,ls73lvLZ_04
phonetics,https://www.youtube.com/watch?v=useOJfb6d4M,useOJfb6d4M
complex sentence,https://www.youtube.com/watch?v=H4RmfxobQvY,H4RmfxobQvY
drama,https://www.youtube.com/watch?v=sNnEGGyj9XY,sNnEGGyj9XY
compound sentence 1,https://www.youtube.com/watch?v=L-WTBqYRD_I,L-WTBqYRD_I
compound language,https://www.youtube.com/watch?v=LkX1JCPI92s,LkX1JCPI92s
essay,https://www.youtube.com/watch?v=1CYQC8PXCRk,1CYQC8PXCRk
morphology sign,https://www.youtube.com/watch?v=8uWVH5dJ5Xg,8uWVH5dJ5Xg
metaphor,https://www.youtube.com/watch?v=qWcQkKcpeOI,qWcQkKcpeOI
incorporationlinguistics,https://www.youtube.com/watch?v=I0ZSnqjp7N0,I0ZSnqjp7N0
idioms,https://www.youtube.com/watch?v=bK3Lw18T9sA,bK3Lw18T9sA
fiction,https://www.youtube.com/watch?v=HA7tXBJ7VPs,HA7tXBJ7VPs
fables,https://www.youtube.com/watch?v=SX4Paailcgg,SX4Paailcgg
morphology,https://www.youtube.com/watch?v=Y_PB0ascu34,Y_PB0ascu34
neurolinguistics,https://www.youtube.com/watch?v=KkEyrceS44E,KkEyrceS44E
noun,https://www.youtube.com/watch?v=Wm7xh8gt2Z4,Wm7xh8gt2Z4
Non fiction,https://www.youtube.com/watch?v=A_KjN5KjLo4,A_KjN5KjLo4
adjective sign,https://www.youtube.com/watch?v=qcOzotb6YCE,qcOzotb6YCE
adverb,https://www.youtube.com/watch?v=yKSY7-gSJLA,yKSY7-gSJLA
autobiography,https://www.youtube.com/watch?v=ZA69lpTdqiI,ZA69lpTdqiI
biography,https://www.youtube.com/watch?v=FgSSy-mvS7E,FgSSy-mvS7E
adjective,https://www.youtube.com/watch?v=Qgz6QhmTASU,Qgz6QhmTASU
Social Reform,https://www.youtube.com/watch?v=rC_0jQA1hEQ,rC_0jQA1hEQ
slave,https://www.youtube.com/watch?v=r0TFVeGWdlQ,r0TFVeGWdlQ
Simon commission,https://www.youtube.com/watch?v=ovuirhwt0lk,ovuirhwt0lk
shruti and smriti 1,https://www.youtube.com/watch?v=DF3pkKbh30I,DF3pkKbh30I
scribe,https://www.youtube.com/watch?v=QWidax_jsj4,QWidax_jsj4
Rowlatt Act,https://www.youtube.com/watch?v=xOvuDw1Qqrw,xOvuDw1Qqrw
sphinx,https://www.youtube.com/watch?v=3rLgC6bo-Hg,3rLgC6bo-Hg
Sufism,https://www.youtube.com/watch?v=bWkDLyZr7VA,bWkDLyZr7VA
Swadeshi Movement,https://www.youtube.com/watch?v=FH4CZoxrQHA,FH4CZoxrQHA
The Great Bath,https://www.youtube.com/watch?v=VEsbD7WvXoY,VEsbD7WvXoY
timeline,https://www.youtube.com/watch?v=z1-LDDtvdV8,z1-LDDtvdV8
tyranny,https://www.youtube.com/watch?v=H2iJr_GSkVs,H2iJr_GSkVs
varna and caste,https://www.youtube.com/watch?v=2-YgqW1HUQE,2-YgqW1HUQE
Nazism,https://www.youtube.com/watch?v=XpIy1dPjqas,XpIy1dPjqas
non cooperation movement,https://www.youtube.com/watch?v=Icdj2hbnMUY,Icdj2hbnMUY
Purna swaraj,https://www.youtube.com/watch?v=X9umRNPz5n4,X9umRNPz5n4
pharaoh,https://www.youtube.com/watch?v=M7MBpS5R14U,M7MBpS5R14U
patriliny and matriliny,https://www.youtube.com/watch?v=gEKpcn2YCRY,gEKpcn2YCRY
Patriarchal,https://www.youtube.com/watch?v=w2BcaAUZvgY,w2BcaAUZvgY
genocide and Holocaust,https://www.youtube.com/watch?v=8BLP8vQd3Ls,8BLP8vQd3Ls
ghettoisation,https://www.youtube.com/watch?v=TcsT3STaSDg,TcsT3STaSDg
gotras,https://www.youtube.com/watch?v=F7UKTzkORh8,F7UKTzkORh8
Heiroglyphs,https://www.youtube.com/watch?v=dKuqBTHDR7E,dKuqBTHDR7E
land records,https://www.youtube.com/watch?v=vV7nVjm525Q,vV7nVjm525Q
"kornish, sajda and chahar taslim",https://www.youtube.com/watch?v=98dzSM-mjaU,98dzSM-mjaU
Jataka katha and Panchtantra,https://www.youtube.com/watch?v=fc_mAuihu0M,fc_mAuihu0M
Indus Valley civilization,https://www.youtube.com/watch?v=3-QEPVAkb1M,3-QEPVAkb1M
Manuscript,https://www.youtube.com/watch?v=7TMEVUeYrsU,7TMEVUeYrsU
Matriarchal,https://www.youtube.com/watch?v=pE7RG4eJE1I,pE7RG4eJE1I
Monarchy,https://www.youtube.com/watch?v=titP98a8RUA,titP98a8RUA
Indian National Movement,https://www.youtube.com/watch?v=mFLftFubTH0,mFLftFubTH0
Muslim League,https://www.youtube.com/watch?v=pt7Ve4_a7HU,pt7Ve4_a7HU
mummification,https://www.youtube.com/watch?v=kIozQzf1w9E,kIozQzf1w9E
endogamy and exogamy,https://www.youtube.com/watch?v=zL3yYZ5jmJ0,zL3yYZ5jmJ0
Egyptian civilization,https://www.youtube.com/watch?v=7sDIq1C3jm8,7sDIq1C3jm8
evolution,https://www.youtube.com/watch?v=qLrzSJ1mfy4,qLrzSJ1mfy4
Fascism,https://www.youtube.com/watch?v=C22z6DXRAEU,C22z6DXRAEU
farman,https://www.youtube.com/watch?v=lVq5asTrcKw,lVq5asTrcKw
cave paintings,https://www.youtube.com/watch?v=QoEijUUYS88,QoEijUUYS88
Civil Rights Movement,https://www.youtube.com/watch?v=renc42Ql-UY,renc42Ql-UY
Civil Disobedience movement,https://www.youtube.com/watch?v=DfdKf2s56HY,DfdKf2s56HY
cold war,https://www.youtube.com/watch?v=kl7QrH3EXx0,kl7QrH3EXx0
colonialism,https://www.youtube.com/watch?v=F9imo7-SjVU,F9imo7-SjVU
Cuneiform,https://www.youtube.com/watch?v=yc7hmOLQDLw,yc7hmOLQDLw
devdasi,https://www.youtube.com/watch?v=Om16s7qucZk,Om16s7qucZk
Divide and Rule,https://www.youtube.com/watch?v=l-W2HoWlwpI,l-W2HoWlwpI
Doctrine of Lapse,https://www.youtube.com/watch?v=86lRkNudywQ,86lRkNudywQ
Cripps Mission,https://www.youtube.com/watch?v=DUlb31Lanto,DUlb31Lanto
Carnetic wars,https://www.youtube.com/watch?v=dkji7yoPQmo,dkji7yoPQmo
communism,https://www.youtube.com/watch?v=F5EwINUP1VE,F5EwINUP1VE
abolition,https://www.youtube.com/watch?v=loKxG4ZHjxc,loKxG4ZHjxc
accession,https://www.youtube.com/watch?v=k1KPcL2WIHE,k1KPcL2WIHE
Ahimsa,https://www.youtube.com/watch?v=ybdr-Gxb6nI,ybdr-Gxb6nI
ancestral,https://www.youtube.com/watch?v=fFE2I5jA0II,fFE2I5jA0II
Apartheid,https://www.youtube.com/watch?v=NHZ1-GX75YU,NHZ1-GX75YU
artifact,https://www.youtube.com/watch?v=CMAmw7yxp3g,CMAmw7yxp3g
aristocracy,https://www.youtube.com/watch?v=50QIi_dh4wE,50QIi_dh4wE
Battle of plassey,https://www.youtube.com/watch?v=iJ2KfN0d_i8,iJ2KfN0d_i8
Before Christ and Anno Domoni,https://www.youtube.com/watch?v=nycNBo4wqK4,nycNBo4wqK4
transhumance,https://www.youtube.com/watch?v=dYwR4h7vbVo,dYwR4h7vbVo
tou pigs,https://www.youtube.com/watch?v=02f4qtRG4Ik,02f4qtRG4Ik
topography,https://www.youtube.com/watch?v=E47a0r8PVeU,E47a0r8PVeU
"tide, high tide and low tide",https://www.youtube.com/watch?v=HXTTav14MDc,HXTTav14MDc
umiak,https://www.youtube.com/watch?v=HOjsx2EJCAk,HOjsx2EJCAk
typhoon,https://www.youtube.com/watch?v=ayQbY93e6tk,ayQbY93e6tk
tundra region,https://www.youtube.com/watch?v=JeIs1ejl6Pg,JeIs1ejl6Pg
